,ID_Pedido,Prioridade_Pedido,Quantidade_Pedido,Vendas,Modo_Envio,Lucro,Nome_Cliente,Região,Tipo_Cliente,Categoria_Produto,SubCategoria_Produto,Nome_Produto,Embalagem_Produto
293,14535,Não especificada,22,245.96,Envio Normal,-33.82,Gene Hale,West,Consumidor,Insumos de Escritório,Armazenamento e Organização,X-Rack™ File for Hanging Folders,Caixa Pequena
294,17926,Crítica,37,608.33,Envio Normal,-70.04,Sally Knutson,West,Consumidor,Insumos de Escritório,Armazenamento e Organização,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Caixa Pequena
295,49634,Não especificada,45,132.31,Envio Normal,10.91,Sally Knutson,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Avery Durable Binders,Caixa Pequena
296,53825,Baixa,36,1646.05,Envio Normal,649.8,Joy Smith,West,Consumidor,Insumos de Escritório,Papéis,Xerox 1885,Caixa Pequena
297,21509,Alta,13,47.93,Envio Normal,15.82,Dennis Bolton,West,Consumidor,Insumos de Escritório,Etiqueta,Avery 487,Caixa Pequena
298,52326,Baixa,41,152.28,Envio Normal,-154.81,Dennis Bolton,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Caixa Pequena
299,54947,Não especificada,42,1498.46,Envio Normal,565.37,Peter Buhler,West,Consumidor,Mobília,Móveis de escritório,Hand-Finished Solid Wood Document Frame,Caixa Pequena
300,4257,Média,45,253.89,Envio Normal,-83.66,Liz Price,West,Consumidor,Insumos de Escritório,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Caixa Pequena
301,5698,Média,15,297.05,Envio Normal,-16.89,Kristina Nunn,West,Consumidor,Insumos de Escritório,Eletrodomésticos,Kensington 6 Outlet Guardian Standard Surge Protector,Caixa Pequena
302,5698,Média,7,108.26,Envio Normal,25.51,Kristina Nunn,West,Consumidor,Insumos de Escritório,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Caixa Pequena
303,11301,Média,29,1194.96,Envio Normal,107.45,Tony Chapman,West,Consumidor,Tecnologia,Periféricos de Computador,Microsoft Natural Keyboard Elite,Caixa Pequena
304,16161,Média,49,2692.6895,Envio Normal,768.32,Kristina Nunn,West,Consumidor,Tecnologia,Telefones e comunicação,6162i,Caixa Pequena
305,20038,Baixa,42,173.44,Envio Normal,-172.4,Sally Knutson,West,Consumidor,Mobília,Móveis de escritório,Eldon Image Series Black Desk Accessories,Caixa Pequena
306,20422,Alta,5,15.38,Envio Normal,1.61,Gene Hale,West,Consumidor,Insumos de Escritório,Etiqueta,Avery 498,Caixa Pequena
307,24450,Crítica,37,443.35,Envio Normal,-21.73,Kristina Nunn,West,Consumidor,Insumos de Escritório,Eletrodomésticos,Staples 6 Outlet Surge,Caixa Pequena
308,24450,Crítica,4,30.85,Envio Normal,-12.88,Kristina Nunn,West,Consumidor,Insumos de Escritório,Papéis,Xerox 1903,Caixa Pequena
309,25031,Alta,20,100.11,Envio Normal,-41.7,Sally Knutson,West,Consumidor,Insumos de Escritório,Papéis,Staples Copy Paper (20Lb. and 84 Bright),Caixa Pequena
310,25830,Baixa,5,25.34,Envio Normal,-21.29,Justin Hirsh,West,Consumidor,Insumos de Escritório,Eletrodomésticos,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Caixa Pequena
311,25830,Baixa,11,178.57,Envio Normal,-37.39,Justin Hirsh,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Recycled Premium Regency Composition Covers,Caixa Pequena
312,30147,Não especificada,37,740.14,Envio Normal,29.73,Cathy Armstrong,West,Consumidor,Mobília,Móveis de escritório,12-1/2 Diameter Round Wall Clock,Caixa Pequena
313,30310,Média,21,2024.0285,Envio Normal,4.9,Thomas Brumley,West,Consumidor,Tecnologia,Telefones e comunicação,StarTAC 6500,Caixa Pequena
314,35649,Média,9,43.26,Envio Normal,3.9,Justin Hirsh,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Tuff Stuff™ Recycled Round Ring Binders,Caixa Pequena
315,35649,Média,25,174.03,Envio Normal,-42.37,Justin Hirsh,West,Consumidor,Insumos de Escritório,Papéis,Xerox 1994,Caixa Pequena
316,41412,Não especificada,47,263.81,Envio Normal,-237.54,Shahid Shariari,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,3M Organizer Strips,Caixa Pequena
317,42339,Crítica,31,206.54,Envio Normal,-178.82,Cathy Armstrong,West,Consumidor,Insumos de Escritório,Papéis,Xerox 1993,Caixa Pequena
318,43111,Alta,27,4722.83,Envio Normal,1749.78,Sally Knutson,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC DocuBind P100 Manual Binding Machine,Caixa Pequena
319,47520,Não especificada,36,277.88,Envio Normal,-64.41,Liz Price,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC VeloBinder Strips,Caixa Pequena
320,47520,Não especificada,47,925.3,Envio Normal,257.31,Liz Price,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox Blank Computer Paper,Caixa Pequena
321,49088,Crítica,31,1295.54,Envio Normal,214.23,Kristina Nunn,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1893,Caixa Pequena
322,49634,Não especificada,39,403.73,Envio Normal,-44.13,Sally Knutson,Atlantic,Consumidor,Insumos de Escritório,Eletrodomésticos,Belkin 6 Outlet Metallic Surge Strip,Caixa Pequena
323,53025,Crítica,32,195.57,Envio Normal,-132.93,Justin Hirsh,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1920,Caixa Pequena
324,54304,Alta,11,558.62,Envio Normal,118.32,Justin Hirsh,Atlantic,Consumidor,Insumos de Escritório,Eletrodomésticos,Belkin Premiere Surge Master II 8-outlet surge protector,Caixa Pequena
325,56321,Crítica,24,135.88,Envio Normal,-75.39,Shahid Shariari,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Caixa Pequena
326,57671,Não especificada,6,22.78,Envio Normal,3.96,Liz Price,Atlantic,Consumidor,Insumos de Escritório,Etiqueta,Avery 510,Caixa Pequena
327,58978,Baixa,13,75.89,Envio Normal,-31.01,Kristina Nunn,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 193,Caixa Pequena
328,5092,Baixa,25,978.77,Envio Normal,220.91,John Castell,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1892,Caixa Pequena
329,8257,Baixa,18,881.32,Envio Normal,373.67,David Philippe,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1910,Caixa Pequena
330,9285,Crítica,3,124.81,Envio Normal,-11.94,David Philippe,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Caixa Pequena
331,20642,Alta,32,135.2,Envio Normal,59.4,Darren Koutras,Atlantic,Consumidor,Insumos de Escritório,Etiqueta,Avery 506,Caixa Pequena
332,30467,Crítica,5,2019.65,Envio Normal,289.88,John Castell,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC DocuBind 200 Manual Binding Machine,Caixa Pequena
333,33893,Não especificada,6,232.21,Envio Normal,-14.03,Sarah Jordon,West,Consumidor,Insumos de Escritório,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Caixa Pequena
334,38656,Baixa,13,64.46,Envio Normal,25.16,John Castell,West,Consumidor,Insumos de Escritório,Etiqueta,Avery 478,Caixa Pequena
335,44610,Alta,31,127.9,Envio Normal,54.21,Hunter Lopez,West,Consumidor,Insumos de Escritório,Etiqueta,Avery 506,Caixa Pequena
336,53667,Média,33,112.36,Envio Normal,-159.74,Steve Carroll,Prarie,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Cardinal Poly Pocket Divider Pockets for Ring Binders,Caixa Pequena
337,53667,Média,16,481.04900000000004,Envio Normal,46.51,Steve Carroll,Prarie,Consumidor,Tecnologia,Telefones e comunicação,Accessory35,Caixa Pequena
338,55429,Alta,43,260.59,Envio Normal,-157.76,Nathan Cano,Prarie,Consumidor,Insumos de Escritório,Papéis,Xerox 214,Caixa Pequena
339,3463,Crítica,43,264.75,Envio Normal,-212.51,Julia Dunbar,Prarie,Consumidor,Insumos de Escritório,Papéis,Xerox 212,Caixa Pequena
340,5538,Crítica,43,1281.28,Envio Normal,415.85,Julia Dunbar,Prarie,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Binding Machine Supplies,Caixa Pequena
341,5538,Crítica,4,430.848,Envio Normal,-492.77,Julia Dunbar,Prarie,Consumidor,Tecnologia,Telefones e comunicação,8290,Caixa Pequena
342,9155,Crítica,17,518.8,Envio Normal,54.63,Ken Lonsdale,Prarie,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC Linen Binding Covers,Caixa Pequena
343,12292,Não especificada,32,824.24,Envio Normal,-127.23,Ken Lonsdale,Prarie,Consumidor,Tecnologia,Periféricos de Computador,"Micro Innovations Micro 3000 Keyboard, Black",Caixa Pequena
344,23713,Não especificada,38,3701.5205,Envio Normal,894.06,Katrina Bavinger,Prarie,Consumidor,Tecnologia,Telefones e comunicação,8890,Caixa Pequena
345,26016,Alta,2,154.94,Envio Normal,-358.43,Ken Lonsdale,Prarie,Consumidor,Tecnologia,Periféricos de Computador,Micro Innovations Media Access Pro Keyboard,Caixa Pequena
346,32452,Média,3,8.6,Envio Normal,-2.03,Joseph Airdo,Ontario,Consumidor,Insumos de Escritório,Etiqueta,Avery 507,Caixa Pequena
347,33378,Alta,25,945.36,Envio Normal,219.85,Joseph Airdo,Ontario,Consumidor,Insumos de Escritório,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Caixa Pequena
348,38240,Alta,4,41.53,Envio Normal,-15.53,Ken Lonsdale,Ontario,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Avery Printable Repositionable Plastic Tabs,Caixa Pequena
349,38917,Baixa,11,618.1965,Envio Normal,-132.53,Joseph Airdo,Ontario,Consumidor,Tecnologia,Telefones e comunicação,6120,Caixa Pequena
350,50336,Não especificada,9,58.98,Envio Normal,-17.79,Joseph Airdo,Ontario,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Avery Binding System Hidden Tab™ Executive Style Index Sets,Caixa Pequena
351,52071,Não especificada,14,136.85,Envio Normal,-4.43,Annie Thurman,Ontario,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC Standard Plastic Binding Systems Combs,Caixa Pequena
352,52071,Não especificada,1,12.74,Envio Normal,-11.39,Annie Thurman,Ontario,Consumidor,Mobília,Móveis de escritório,Staples Plastic Wall Frames,Caixa Pequena
353,26759,Não especificada,30,251.11,Envio Normal,10.04,Bobby Odegard,Ontario,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Caixa Pequena
354,483,Alta,30,4965.7595,Envio Normal,1198.97,Clay Rozendal,Nunavut,Corporativo,Tecnologia,Telefones e comunicação,R380,Caixa Pequena
355,613,Alta,12,93.54,Envio Normal,-54.04,Carl Jackson,Nunavut,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"Angle-D Binders with Locking Rings, Label Holders",Caixa Pequena
356,613,Alta,22,905.08,Envio Normal,127.7,Carl Jackson,Nunavut,Corporativo,Insumos de Escritório,Armazenamento e Organização,"SAFCO Mobile Desk Side File, Wire Frame",Caixa Pequena
357,1344,Baixa,15,834.904,Envio Normal,-11.68,Jim Radford,Nunavut,Corporativo,Tecnologia,Telefones e comunicação,g520,Caixa Pequena
358,1344,Baixa,18,2480.9205,Envio Normal,313.58,Jim Radford,Nunavut,Corporativo,Tecnologia,Telefones e comunicação,LX 788,Caixa Pequena
359,1539,Baixa,33,511.83,Envio Normal,-172.88,Carl Ludwig,Nunavut,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Caixa Pequena
360,2532,Alta,39,282.07,Envio Normal,140.01,Alan Barnes,Nunavut,Corporativo,Insumos de Escritório,Etiqueta,Self-Adhesive Address Labels for Typewriters by Universal,Caixa Pequena
361,2791,Alta,47,191.67,Envio Normal,-236.27,Eugene Barchas,Nunavut,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Avery Binder Labels,Caixa Pequena
362,2791,Alta,18,507.64,Envio Normal,118.94,Eugene Barchas,Nunavut,Corporativo,Insumos de Escritório,Papéis,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Caixa Pequena
363,3908,Média,8,820.284,Envio Normal,-180.2,Dorothy Wardle,Nunavut,Corporativo,Tecnologia,Telefones e comunicação,6160,Caixa Pequena
364,4132,Não especificada,5,14.76,Envio Normal,1.32,Aaron Bergman,Nunavut,Corporativo,Insumos de Escritório,Etiqueta,Avery 49,Caixa Pequena
365,5569,Não especificada,12,118.97,Envio Normal,-0.06,Frank Price,Nunavut,Corporativo,Mobília,Móveis de escritório,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Caixa Pequena
366,5894,Alta,7,384.33,Envio Normal,87.68,Ann Chong,Nunavut,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Avery Arch Ring Binders,Caixa Pequena
367,5894,Alta,3,239.03,Envio Normal,-68.22,Ann Chong,Nunavut,Corporativo,Insumos de Escritório,Eletrodomésticos,APC 7 Outlet Network SurgeArrest Surge Protector,Caixa Pequena
368,6182,Baixa,40,255.48,Envio Normal,-116.79,Grant Carroll,Nunavut,Corporativo,Insumos de Escritório,Papéis,Xerox 1966,Caixa Pequena
369,6982,Não especificada,41,844.09,Envio Normal,52.56,Dorothy Wardle,Nunavut,Corporativo,Mobília,Móveis de escritório,12-1/2 Diameter Round Wall Clock,Caixa Pequena
370,7430,Média,50,751.77,Envio Normal,353.2,Barry Weirich,Nunavut,Corporativo,Insumos de Escritório,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Caixa Pequena
371,9126,Média,47,2799.7,Envio Normal,884.08,Sylvia Foulston,Northwest Territories,Corporativo,Insumos de Escritório,Eletrodomésticos,"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",Caixa Pequena
372,9763,Média,44,176.26,Envio Normal,75.13,Alan Barnes,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,Avery 506,Caixa Pequena
373,10437,Crítica,50,820.52,Envio Normal,-191.22,Don Jones,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Caixa Pequena
374,10535,Baixa,25,854.88,Envio Normal,-44.14,Doug Bickford,Northwest Territories,Corporativo,Mobília,Móveis de escritório,"Linden® 12"" Wall Clock With Oak Frame",Caixa Pequena
375,11202,Média,8,339.81,Envio Normal,79.59,Barry Weirich,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Satellite Sectional Post Binders,Caixa Pequena
376,11941,Crítica,4,73.07,Envio Normal,-41.01,Jamie Kunitz,Northwest Territories,Corporativo,Insumos de Escritório,Armazenamento e Organização,Hanging Personal Folder File,Caixa Pequena
377,12352,Média,5,36.86,Envio Normal,-32.82,Hunter Glantz,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Fellowes Black Plastic Comb Bindings,Caixa Pequena
378,12544,Baixa,34,74.3,Envio Normal,-129.01,Jim Radford,Northwest Territories,Corporativo,Mobília,Móveis de escritório,Eldon® Wave Desk Accessories,Caixa Pequena
379,13346,Baixa,44,268.34,Envio Normal,-240.83,Doug Bickford,Northwest Territories,Corporativo,Insumos de Escritório,Papéis,Xerox 224,Caixa Pequena
380,16193,Não especificada,8,300.2,Envio Normal,6.41,Frank Price,Northwest Territories,Corporativo,Insumos de Escritório,Armazenamento e Organização,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Caixa Pequena
381,16423,Média,19,128.21,Envio Normal,-55.13,Bryan Davis,Northwest Territories,Corporativo,Insumos de Escritório,Papéis,Xerox 20,Caixa Pequena
382,16451,Não especificada,9,252.79,Envio Normal,58.23,Don Jones,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Surelock™ Post Binders,Caixa Pequena
383,18144,Crítica,48,207.08,Envio Normal,-131.82,Dorothy Wardle,Northwest Territories,Corporativo,Insumos de Escritório,Papéis,Xerox 1971,Caixa Pequena
384,18308,Não especificada,30,114.12,Envio Normal,15.73,Ann Chong,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Durable Pressboard Binders,Caixa Pequena
385,18308,Não especificada,15,436.05,Envio Normal,-92.58,Ann Chong,Northwest Territories,Corporativo,Tecnologia,Periféricos de Computador,Fellowes 17-key keypad for PS/2 interface,Caixa Pequena
386,18308,Não especificada,49,5247.4835,Envio Normal,1465.87,Ann Chong,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,StarTAC ST7762,Caixa Pequena
387,19078,Crítica,21,256.12,Envio Normal,-18.19,Brendan Dodson,Northwest Territories,Corporativo,Insumos de Escritório,Eletrodomésticos,Staples 6 Outlet Surge,Caixa Pequena
388,19686,Média,11,152.67,Envio Normal,12.76,Alan Barnes,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,GBC Binding covers,Caixa Pequena
389,22151,Alta,49,465.83,Envio Normal,-79.72,Beth Thompson,Northwest Territories,Corporativo,Mobília,Móveis de escritório,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Caixa Pequena
390,23264,Crítica,16,108.42,Envio Normal,-50.82,Clay Rozendal,Northwest Territories,Corporativo,Insumos de Escritório,Papéis,Xerox 1930,Caixa Pequena
391,23264,Crítica,27,78.47,Envio Normal,17.99,Clay Rozendal,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,Avery 474,Caixa Pequena
392,24128,Alta,43,6583.9130000000005,Envio Normal,1459.79,Eugene Barchas,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,CF 888,Caixa Pequena
393,25634,Não especificada,29,593.32,Envio Normal,28.99,Mike Pelletier,Northwest Territories,Corporativo,Tecnologia,Periféricos de Computador,"Fellowes Basic 104-Key Keyboard, Platinum",Caixa Pequena
394,25767,Alta,15,593.73,Envio Normal,108.01,Ann Chong,Northwest Territories,Corporativo,Insumos de Escritório,Papéis,Xerox 1892,Caixa Pequena
395,26499,Média,11,32.4,Envio Normal,8.78,Sylvia Foulston,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,Avery 507,Caixa Pequena
396,26531,Média,26,4688.9485,Envio Normal,1215.44,Michelle Lonsdale,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,i470,Caixa Pequena
397,26567,Crítica,8,50.7,Envio Normal,-44.07,Sylvia Foulston,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,3M Organizer Strips,Caixa Pequena
398,26567,Crítica,48,6109.816999999999,Envio Normal,1374.95,Sylvia Foulston,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,300 Series Non-Flip,Caixa Pequena
399,27778,Crítica,1,232.67,Envio Normal,-105.14,Roy Skaria,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,GBC DocuBind TL200 Manual Binding Machine,Caixa Pequena
400,27909,Crítica,1,62.26,Envio Normal,-23.24,Monica Federle,Northwest Territories,Corporativo,Insumos de Escritório,Papéis,Xerox 1940,Caixa Pequena
401,28003,Crítica,31,157.79,Envio Normal,-95.92,Charles McCrossin,Northwest Territories,Corporativo,Insumos de Escritório,Papéis,Xerox 1897,Caixa Pequena
402,28165,Não especificada,2,24.96,Envio Normal,-12.8,Grant Carroll,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Heavy-Duty E-Z-D® Binders,Caixa Pequena
403,28289,Alta,31,166.76,Envio Normal,-46.03,Carl Ludwig,Northwest Territories,Corporativo,Insumos de Escritório,Papéis,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Caixa Pequena
404,28486,Alta,2,811.13,Envio Normal,-517.47,Carlos Daly,Northwest Territories,Corporativo,Insumos de Escritório,Armazenamento e Organização,Deluxe Rollaway Locking File with Drawer,Caixa Pequena
405,28870,Alta,35,3310.9455,Envio Normal,822.4,Cindy Schnelling,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,6160,Caixa Pequena
406,30947,Baixa,17,691.59,Envio Normal,261.24,Charles McCrossin,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Caixa Pequena
407,30947,Baixa,45,345.2,Envio Normal,183.53,Charles McCrossin,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,Self-Adhesive Address Labels for Typewriters by Universal,Caixa Pequena
408,31270,Média,5,165.04,Envio Normal,-112.44,Michelle Lonsdale,Northwest Territories,Corporativo,Tecnologia,Periféricos de Computador,"Fellowes Internet Keyboard, Platinum",Caixa Pequena
409,31364,Não especificada,2,789.01,Envio Normal,-539.59,Beth Thompson,Northwest Territories,Corporativo,Insumos de Escritório,Armazenamento e Organização,Deluxe Rollaway Locking File with Drawer,Caixa Pequena
410,31618,Crítica,14,403.17,Envio Normal,147.45,Roy Skaria,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Lock-Up Easel 'Spel-Binder',Caixa Pequena
411,31781,Média,46,249.02,Envio Normal,-282.61,Sylvia Foulston,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Fellowes Black Plastic Comb Bindings,Caixa Pequena
412,32743,Crítica,19,3548.67,Envio Normal,1280.19,Grant Carroll,Northwest Territories,Corporativo,Insumos de Escritório,Eletrodomésticos,Kensington 7 Outlet MasterPiece Power Center,Caixa Pequena
413,33186,Baixa,24,1350.531,Envio Normal,221.18,Don Jones,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,8860,Caixa Pequena
414,33444,Média,8,127.8,Envio Normal,-30.48,Alan Barnes,Northwest Territories,Corporativo,Insumos de Escritório,Armazenamento e Organização,Pizazz® Global Quick File™,Caixa Pequena
415,33703,Não especificada,25,802.19,Envio Normal,56.26,Carl Ludwig,Northwest Territories,Corporativo,Insumos de Escritório,Armazenamento e Organização,Acco Perma® 2700 Stacking Storage Drawers,Caixa Pequena
416,34177,Alta,13,34.42,Envio Normal,9.47,Toby Braunhardt,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,Avery 494,Caixa Pequena
417,34177,Alta,26,172.76,Envio Normal,73.18,Toby Braunhardt,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,Self-Adhesive Address Labels for Typewriters by Universal,Caixa Pequena
418,34631,Não especificada,5,22.06,Envio Normal,-22.28,Brendan Dodson,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Cardinal Poly Pocket Divider Pockets for Ring Binders,Caixa Pequena
419,36134,Baixa,6,826.9735,Envio Normal,-413.33,Grant Carroll,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,R280,Caixa Pequena
420,36644,Alta,24,2298.32,Envio Normal,218.72,Dorothy Wardle,Northwest Territories,Corporativo,Tecnologia,Periféricos de Computador,U.S. Robotics 56K Internet Call Modem,Caixa Pequena
421,37634,Média,32,368.18,Envio Normal,-36.78,Brendan Dodson,Northwest Territories,Corporativo,Insumos de Escritório,Armazenamento e Organização,Portable Personal File Box,Caixa Pequena
422,39364,Alta,15,19417.55,Envio Normal,8417.57,Jamie Kunitz,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Caixa Pequena
423,39683,Alta,31,615.58,Envio Normal,168.0,Jeremy Lonsdale,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Poly Designer Cover & Back,Caixa Pequena
424,40067,Baixa,38,2157.3085,Envio Normal,519.25,Alan Barnes,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,3390,Caixa Pequena
425,40132,Baixa,16,347.47,Envio Normal,-86.2,Hunter Glantz,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"Avery Flip-Chart Easel Binder, Black",Caixa Pequena
426,41153,Média,29,862.2,Envio Normal,-45.1,Alan Barnes,Northwest Territories,Corporativo,Tecnologia,Periféricos de Computador,Fellowes 17-key keypad for PS/2 interface,Caixa Pequena
427,41409,Não especificada,1,18.92,Envio Normal,-18.25,Beth Thompson,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Ibico Covers for Plastic or Wire Binding Elements,Caixa Pequena
428,42209,Alta,5,324.55,Envio Normal,-12.82,Alan Barnes,Northwest Territories,Corporativo,Insumos de Escritório,Eletrodomésticos,Fellowes Command Center 5-outlet power strip,Caixa Pequena
429,43109,Crítica,19,281.84,Envio Normal,-21.85,Dorothy Wardle,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Caixa Pequena
430,43109,Crítica,25,509.52,Envio Normal,-145.78,Dorothy Wardle,Northwest Territories,Corporativo,Tecnologia,Periféricos de Computador,Microsoft Internet Keyboard,Caixa Pequena
431,43329,Média,42,2475.83,Envio Normal,752.37,Doug Bickford,Northwest Territories,Corporativo,Insumos de Escritório,Eletrodomésticos,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Caixa Pequena
432,43364,Alta,21,524.2,Envio Normal,158.98,Susan Vittorini,Northwest Territories,Corporativo,Insumos de Escritório,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Caixa Pequena
433,44071,Não especificada,19,110.67,Envio Normal,-43.75,Frank Price,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"DXL™ Angle-View Binders with Locking Rings, Black",Caixa Pequena
434,44071,Não especificada,20,1163.123,Envio Normal,83.84,Frank Price,Northwest Territories,Corporativo,Tecnologia,Telefones e comunicação,8260,Caixa Pequena
435,44519,Alta,48,224.58,Envio Normal,-144.76,Dorothy Wardle,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Caixa Pequena
436,44519,Alta,34,365.77,Envio Normal,155.69,Dorothy Wardle,Northwest Territories,Corporativo,Insumos de Escritório,Envelopes,Laser & Ink Jet Business Envelopes,Caixa Pequena
437,46980,Crítica,34,216.3,Envio Normal,103.16,Monica Federle,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,Avery 51,Caixa Pequena
438,47462,Alta,43,154.18,Envio Normal,-166.92,Susan Vittorini,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Avery Poly Binder Pockets,Caixa Pequena
439,47873,Crítica,8,52.39,Envio Normal,-17.38,Doug Bickford,Northwest Territories,Corporativo,Mobília,Móveis de escritório,Eldon Wave Desk Accessories,Caixa Pequena
440,48839,Crítica,1,97.13,Envio Normal,-37.06,Carlos Daly,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Caixa Pequena
441,50278,Alta,2,51.21,Envio Normal,-27.53,Beth Thompson,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Premium Transparent Presentation Covers by GBC,Caixa Pequena
442,50565,Alta,43,683.46,Envio Normal,-138.82,Sylvia Foulston,Northwest Territories,Corporativo,Insumos de Escritório,Envelopes,Brown Kraft Recycled Envelopes,Caixa Pequena
